humidity,weather,holiday,season,feeling_temp,temp,hour,casual,registered,count,year,month,date,day,is_weekend
0.65,1,0,2,0.2727,0.26,7,3,130,133,2011,4,6,2,0
0.65,1,0,3,0.6061,0.64,21,43,180,223,2011,8,30,1,0
0.69,2,0,2,0.6061,0.64,11,121,214,335,2011,6,5,6,1
0.47,1,0,1,0.197,0.18,20,7,50,57,2011,1,16,6,1
0.75,2,0,1,0.2273,0.22,21,1,57,58,2011,1,28,4,0
0.69,2,0,1,0.2121,0.2,10,33,87,120,2012,12,31,0,0
0.65,1,0,4,0.3333,0.3,22,10,72,82,2011,11,5,5,1
0.41,1,0,3,0.7424,0.82,17,164,367,531,2012,7,29,6,1
0.77,1,0,3,0.4394,0.44,3,0,6,6,2012,9,20,3,0
0.81,2,0,4,0.3485,0.36,9,9,155,164,2011,11,3,3,0
0.83,2,0,2,0.5606,0.6,11,24,82,106,2012,5,21,0,0
0.58,1,0,3,0.6515,0.7,6,4,132,136,2012,7,2,0,0
0.7,1,0,1,0.2576,0.24,2,2,10,12,2011,12,30,4,0
0.46,1,0,4,0.6212,0.6,16,177,289,466,2011,10,16,6,1
0.52,1,0,4,0.5303,0.56,17,63,505,568,2011,10,6,3,0
0.87,1,0,4,0.2727,0.26,7,4,13,17,2011,11,26,5,1
0.64,2,0,2,0.6061,0.6,12,207,351,558,2012,5,6,6,1
0.38,1,0,1,0.2576,0.24,19,5,127,132,2011,1,5,2,0
0.43,1,0,4,0.5303,0.56,13,273,441,714,2012,10,20,5,1
0.52,2,0,1,0.2121,0.24,7,2,12,14,2012,2,19,6,1
0.58,3,0,4,0.4242,0.42,7,6,29,35,2012,10,7,6,1
0.55,1,1,2,0.5,0.52,16,70,173,243,2011,4,15,4,0
0.44,1,0,1,0.1818,0.22,3,9,9,18,2011,2,20,6,1
0.69,1,0,2,0.6061,0.62,5,1,32,33,2012,5,31,3,0
0.33,1,0,1,0.1212,0.14,5,1,7,8,2011,3,3,3,0
0.63,1,0,4,0.4848,0.5,5,1,28,29,2011,10,17,0,0
0.6,1,0,2,0.5303,0.56,9,35,268,303,2012,6,6,2,0
0.67,1,0,1,0.4242,0.42,10,41,107,148,2012,2,23,3,0
0.37,1,0,1,0.3939,0.38,23,10,76,86,2012,2,24,4,0
0.68,1,0,4,0.5152,0.54,19,45,288,333,2011,10,17,0,0
0.7,1,0,3,0.6818,0.72,2,9,4,13,2011,7,19,1,0
0.87,1,0,1,0.3182,0.32,0,0,10,10,2011,12,28,2,0
0.43,1,0,4,0.6212,0.6,16,317,342,659,2012,10,6,5,1
0.21,1,0,1,0.3636,0.36,18,67,230,297,2012,3,10,5,1
0.57,1,0,1,0.3182,0.34,13,80,293,373,2012,1,28,5,1
0.55,1,0,3,0.697,0.76,20,101,167,268,2011,7,10,6,1
0.49,1,0,1,0.2879,0.3,16,15,68,83,2011,1,4,1,0
0.31,1,0,3,0.803,0.9,16,67,313,380,2012,6,22,4,0
0.53,1,0,4,0.6212,0.6,11,52,201,253,2012,10,23,1,0
0.44,1,0,1,0.2121,0.26,2,0,23,23,2012,12,22,5,1
0.93,3,0,1,0.2424,0.24,17,7,19,26,2012,12,24,0,0
0.83,2,0,3,0.5758,0.62,6,9,142,151,2012,8,24,4,0
0.57,1,0,1,0.6212,0.62,18,221,339,560,2012,3,17,5,1
0.93,2,0,2,0.303,0.32,16,2,58,60,2011,4,8,4,0
0.53,1,0,3,0.803,0.84,15,53,111,164,2011,7,18,0,0
0.78,1,0,3,0.5909,0.62,8,22,434,456,2011,9,2,4,0
0.84,1,0,3,0.6667,0.7,21,41,153,194,2011,7,25,0,0
0.37,2,0,2,0.6515,0.72,17,244,349,593,2012,6,16,5,1
0.45,1,0,4,0.4848,0.5,14,40,132,172,2011,11,2,2,0
0.36,1,0,2,0.5,0.52,16,67,321,388,2012,3,29,3,0
0.77,3,0,1,0.4242,0.42,6,0,2,2,2011,1,2,6,1
0.43,1,0,2,0.3939,0.38,5,1,28,29,2012,4,5,3,0
0.62,1,0,4,0.4394,0.44,6,5,11,16,2012,9,23,6,1
0.68,1,0,3,0.5152,0.54,23,17,137,154,2012,9,20,3,0
0.68,1,0,2,0.5303,0.56,21,35,252,287,2012,4,20,4,0
0.94,2,1,3,0.5909,0.66,0,42,62,104,2012,9,3,0,0
0.55,1,0,2,0.6818,0.74,15,69,222,291,2012,5,24,3,0
0.47,1,0,3,0.6364,0.68,8,44,511,555,2011,6,30,3,0
0.87,1,0,4,0.3636,0.34,3,9,8,17,2011,11,27,6,1
0.31,1,0,2,0.4697,0.48,19,64,423,487,2012,4,5,3,0
0.33,1,0,4,0.6212,0.62,17,84,838,922,2012,10,22,0,0
0.27,1,0,3,0.7879,0.9,16,126,176,302,2011,7,30,5,1
0.53,1,0,1,0.3485,0.36,17,11,129,140,2011,12,23,4,0
0.54,1,0,1,0.1515,0.12,8,9,414,423,2012,1,19,3,0
0.74,1,1,3,0.6364,0.68,3,9,23,32,2012,7,4,2,0
0.49,1,0,2,0.5152,0.54,23,29,137,166,2012,5,17,3,0
0.23,2,0,1,0.3788,0.36,12,29,70,99,2011,3,8,1,0
0.46,1,0,2,0.7576,0.82,17,107,674,781,2012,5,29,1,0
0.81,1,0,4,0.2879,0.26,1,26,139,165,2012,11,4,6,1
0.5,1,0,1,0.1212,0.14,8,4,184,188,2011,2,3,3,0
0.6,1,0,2,0.5303,0.56,1,21,67,88,2012,6,17,6,1
0.76,1,0,4,0.3333,0.34,7,8,246,254,2011,11,1,1,0
1.0,3,0,1,0.4242,0.42,16,2,40,42,2011,2,28,0,0
0.51,1,0,1,0.1818,0.2,7,2,20,22,2012,2,26,6,1
0.49,2,0,1,0.303,0.3,14,84,177,261,2012,12,28,4,0
0.41,1,0,4,0.6364,0.68,14,67,229,296,2012,10,23,1,0
0.41,1,0,3,0.6212,0.62,10,37,153,190,2012,6,26,1,0
0.55,1,0,1,0.1818,0.18,1,1,5,6,2012,1,3,1,0
0.94,2,0,2,0.5455,0.62,7,16,270,286,2011,5,26,3,0
0.45,1,0,2,0.4848,0.5,22,23,85,108,2012,4,29,6,1
0.68,1,0,1,0.5152,0.54,15,240,314,554,2012,3,18,6,1
0.31,1,0,3,0.6818,0.78,20,158,228,386,2012,6,23,5,1
0.77,2,0,1,0.4242,0.42,1,12,27,39,2011,3,6,6,1
0.67,2,0,4,0.4697,0.48,18,14,226,240,2011,10,27,3,0
0.6,1,0,4,0.5303,0.56,18,49,469,518,2011,10,17,0,0
0.44,2,0,2,0.6364,0.68,18,129,260,389,2012,5,13,6,1
0.66,2,0,4,0.3333,0.32,10,11,142,153,2012,11,15,3,0
0.62,2,0,2,0.3485,0.36,10,32,104,136,2011,4,22,4,0
0.83,3,0,2,0.5455,0.58,18,55,398,453,2011,5,16,0,0
0.56,1,0,3,0.8182,0.84,11,41,113,154,2011,7,28,3,0
0.77,2,0,2,0.4242,0.42,19,26,342,368,2012,4,18,2,0
0.54,1,0,3,0.6515,0.7,7,18,318,336,2011,6,29,2,0
0.84,1,0,3,0.6667,0.7,0,11,29,40,2011,7,20,2,0
0.43,1,0,2,0.6212,0.62,19,57,347,404,2011,4,28,3,0
0.37,1,0,2,0.8182,0.9,14,40,105,145,2011,6,1,2,0
0.61,1,0,3,0.6515,0.7,7,19,361,380,2012,6,29,4,0
0.89,2,0,3,0.5909,0.66,3,3,40,43,2012,9,8,5,1
0.54,2,0,2,0.4394,0.44,4,2,4,6,2011,4,21,3,0
0.58,2,0,3,0.7121,0.76,1,3,14,17,2012,7,2,0,0
0.51,1,0,2,0.4394,0.44,9,35,121,156,2011,4,30,5,1
0.5,1,0,4,0.3485,0.36,18,19,502,521,2012,11,26,0,0
0.44,2,0,1,0.2576,0.2,21,2,88,90,2012,1,4,2,0
0.55,1,0,2,0.4545,0.46,19,40,230,270,2011,4,29,4,0
0.82,3,0,2,0.4242,0.42,12,12,83,95,2011,4,13,2,0
0.51,1,1,2,0.6364,0.68,22,35,179,214,2012,4,16,0,0
0.53,1,0,3,0.6212,0.64,0,30,85,115,2011,6,26,6,1
0.72,1,0,4,0.4394,0.44,4,9,9,18,2012,10,20,5,1
0.94,2,0,4,0.4545,0.46,5,1,16,17,2011,11,23,2,0
0.24,1,0,2,0.4394,0.44,11,251,244,495,2012,4,7,5,1
0.33,1,0,4,0.4697,0.48,14,243,354,597,2012,10,13,5,1
0.33,1,0,3,0.8333,0.92,15,40,154,194,2012,6,21,3,0
0.4,1,0,4,0.3485,0.36,16,24,346,370,2012,11,29,3,0
0.73,1,0,3,0.5303,0.56,1,6,35,41,2012,9,14,4,0
0.6,2,0,4,0.2576,0.24,20,5,222,227,2012,12,6,3,0
0.6,1,0,1,0.2273,0.24,1,0,9,9,2012,12,28,4,0
0.4,2,0,3,0.6818,0.76,12,125,254,379,2012,7,13,4,0
0.41,1,0,4,0.6212,0.64,18,84,500,584,2011,9,29,3,0
0.54,1,0,1,0.4394,0.44,11,20,66,86,2011,3,17,3,0
0.81,1,0,1,0.2727,0.26,23,3,38,41,2012,1,10,1,0
0.72,1,0,2,0.4848,0.5,14,148,133,281,2011,4,10,6,1
0.87,3,0,4,0.4091,0.4,20,5,75,80,2011,11,21,0,0
0.87,3,0,4,0.2576,0.3,21,0,6,6,2011,12,7,2,0
0.66,2,0,3,0.7273,0.76,19,104,506,610,2012,8,7,1,0
0.88,3,0,4,0.5606,0.62,16,46,328,374,2012,10,2,1,0
0.64,1,0,2,0.5303,0.56,22,21,151,172,2012,3,28,2,0
0.63,2,0,1,0.4545,0.46,16,30,226,256,2011,12,22,3,0
0.7,1,0,4,0.2576,0.24,5,0,6,6,2011,12,3,5,1
0.42,2,0,3,0.6515,0.72,17,178,243,421,2011,6,26,6,1
0.88,1,0,2,0.4545,0.46,9,30,329,359,2012,4,20,4,0
0.55,1,0,3,0.7576,0.8,15,77,205,282,2012,8,27,0,0
0.63,2,0,3,0.7879,0.8,14,53,163,216,2011,7,8,4,0
0.88,3,0,2,0.5,0.52,14,63,160,223,2012,3,24,5,1
0.74,1,0,3,0.697,0.72,23,16,97,113,2012,8,6,0,0
0.51,2,0,1,0.4394,0.44,2,1,1,2,2012,1,18,2,0
0.88,2,0,3,0.5455,0.6,6,8,107,115,2011,6,21,1,0
0.76,1,0,4,0.4091,0.4,19,15,300,315,2011,10,3,0,0
0.46,1,0,1,0.5303,0.56,18,12,514,526,2012,2,1,2,0
0.33,1,0,1,0.1061,0.12,23,3,9,12,2011,2,8,1,0
0.55,1,0,3,0.6818,0.74,12,77,230,307,2012,8,15,2,0
0.55,2,0,2,0.4545,0.46,8,31,308,339,2011,4,4,0,0
0.51,1,0,3,0.6515,0.7,9,40,308,348,2012,8,29,2,0
0.89,1,0,2,0.5758,0.64,6,13,103,116,2011,6,8,2,0
0.83,1,0,3,0.6061,0.66,6,6,155,161,2012,7,30,0,0
0.34,2,0,1,0.1818,0.2,12,5,119,124,2012,1,20,4,0
0.76,2,0,4,0.3182,0.32,9,14,197,211,2011,10,31,0,0
0.35,1,0,2,0.4242,0.42,12,113,224,337,2012,4,6,4,0
0.69,1,0,3,0.6212,0.66,0,8,39,47,2012,8,29,2,0
0.37,1,1,2,0.7879,0.88,16,101,208,309,2011,5,30,0,0
0.87,1,0,4,0.3333,0.3,4,0,4,4,2011,11,2,2,0
0.43,1,1,1,0.3333,0.36,16,28,69,97,2011,12,26,0,0
0.71,1,0,4,0.3333,0.36,8,17,402,419,2011,11,1,1,0
0.81,2,0,1,0.2424,0.24,19,3,105,108,2011,2,1,1,0
0.79,2,0,3,0.697,0.72,18,81,130,211,2011,8,6,5,1
0.54,1,0,1,0.4091,0.4,15,4,78,82,2011,1,19,2,0
0.83,1,0,3,0.5606,0.6,7,6,253,259,2011,9,2,4,0
0.54,1,0,3,0.6667,0.72,0,9,44,53,2012,7,3,1,0
0.56,1,0,1,0.2576,0.26,4,2,1,3,2011,3,20,6,1
0.69,1,0,3,0.6364,0.68,6,12,105,117,2011,8,2,1,0
0.69,2,0,2,0.6061,0.64,10,36,91,127,2011,5,3,1,0
0.74,1,0,3,0.6212,0.66,4,0,10,10,2011,8,2,1,0
0.71,2,0,1,0.3333,0.34,0,7,18,25,2011,12,21,2,0
0.52,1,0,4,0.2727,0.28,11,6,100,106,2011,12,8,3,0
0.66,1,1,3,0.697,0.74,18,145,337,482,2012,9,3,0,0
0.61,1,0,2,0.6061,0.62,20,84,164,248,2011,5,21,5,1
0.64,1,0,4,0.2727,0.22,21,9,80,89,2011,12,18,6,1
0.66,1,0,3,0.6818,0.72,11,43,121,164,2011,9,14,2,0
0.5,1,0,2,0.6212,0.62,23,25,128,153,2012,6,13,2,0
0.47,1,0,2,0.4394,0.44,3,1,2,3,2012,4,27,4,0
0.88,3,0,3,0.5455,0.6,15,1,35,36,2012,9,18,1,0
0.71,1,0,4,0.3485,0.36,6,7,78,85,2011,10,21,4,0
0.7,1,0,4,0.3333,0.3,0,4,90,94,2012,12,15,5,1
0.54,2,0,3,0.6515,0.7,0,19,76,95,2012,7,13,4,0
0.88,3,0,4,0.5,0.52,11,11,76,87,2011,10,14,4,0
0.79,3,0,3,0.6667,0.7,10,13,30,43,2011,7,6,2,0
0.42,1,0,2,0.4848,0.5,11,120,201,321,2011,4,30,5,1
0.88,1,0,2,0.4545,0.46,23,9,41,50,2011,5,8,6,1
0.28,1,0,2,0.5152,0.54,15,115,237,352,2012,4,13,4,0
0.49,1,0,1,0.2576,0.3,20,2,60,62,2011,2,25,4,0
0.83,1,0,3,0.5758,0.64,4,0,4,4,2011,9,4,6,1
0.32,1,0,1,0.1818,0.22,14,8,64,72,2011,1,9,6,1
1.0,1,0,2,0.5152,0.54,2,1,9,10,2011,4,25,0,0
0.55,1,0,1,0.2273,0.22,16,1,23,24,2011,1,27,3,0
0.7,3,0,2,0.6515,0.7,17,25,202,227,2012,6,1,4,0
0.24,1,0,2,0.6667,0.78,14,43,142,185,2011,6,2,3,0
0.83,1,0,2,0.5606,0.6,22,50,182,232,2012,5,4,4,0
0.73,1,0,2,0.6061,0.64,11,53,94,147,2011,4,25,0,0
0.48,1,0,4,0.2727,0.26,23,5,73,78,2012,11,28,2,0
0.78,2,0,3,0.6061,0.66,23,40,111,151,2011,7,8,4,0
0.78,1,0,3,0.5455,0.58,7,7,70,77,2012,9,22,5,1
0.69,2,0,1,0.197,0.2,2,0,1,1,2011,1,7,4,0
0.78,2,0,2,0.5758,0.6,2,1,14,15,2012,6,19,1,0
0.73,3,0,3,0.6061,0.64,0,7,25,32,2011,6,27,0,0
0.61,2,0,4,0.3636,0.34,3,1,1,2,2011,12,20,1,0
0.52,2,0,1,0.303,0.26,3,0,3,3,2012,2,14,1,0
0.42,1,1,4,0.2879,0.34,12,41,198,239,2011,11,11,4,0
0.6,1,0,3,0.6061,0.6,7,11,273,284,2011,8,29,0,0
0.83,2,0,3,0.6061,0.66,8,32,640,672,2012,9,18,1,0
0.69,1,0,3,0.6212,0.66,2,1,15,16,2012,8,24,4,0
0.83,2,0,4,0.5758,0.62,11,8,76,84,2011,10,13,3,0
0.78,1,0,3,0.5909,0.62,1,1,7,8,2011,9,14,2,0
0.83,2,0,4,0.5303,0.56,3,0,5,5,2012,10,19,4,0
0.65,1,0,1,0.2576,0.26,10,14,102,116,2012,1,6,4,0
0.87,3,0,1,0.2576,0.24,14,13,33,46,2012,12,24,0,0
0.27,1,0,3,0.697,0.8,16,57,241,298,2011,8,11,3,0
0.68,1,0,2,0.5152,0.54,8,41,476,517,2011,5,20,4,0
0.77,3,0,2,0.4848,0.5,19,2,96,98,2012,5,9,2,0
0.45,1,0,1,0.5152,0.54,18,49,248,297,2012,1,7,5,1
0.65,1,0,2,0.6212,0.66,3,1,11,12,2011,5,27,4,0
0.47,2,0,2,0.4091,0.4,11,72,126,198,2011,4,2,5,1
0.5,2,0,1,0.1364,0.16,10,2,36,38,2011,1,13,3,0
0.69,1,0,2,0.6061,0.62,10,45,86,131,2011,4,20,2,0
0.94,2,0,2,0.5152,0.54,16,107,188,295,2011,5,14,5,1
0.64,2,0,1,0.2727,0.22,9,9,188,197,2012,1,9,0,0
0.31,1,0,2,0.4545,0.46,14,240,109,349,2011,4,3,6,1
0.49,1,0,1,0.3333,0.32,1,0,6,6,2012,2,29,2,0
0.86,3,0,1,0.1818,0.2,10,0,8,8,2012,12,26,2,0
0.94,2,0,2,0.5303,0.56,7,17,401,418,2012,5,9,2,0
0.74,2,0,3,0.6667,0.7,2,10,12,22,2011,7,8,4,0
0.52,1,0,3,0.5303,0.56,0,6,35,41,2012,9,10,0,0
0.34,1,0,2,0.6515,0.72,13,293,324,617,2012,6,16,5,1
0.29,1,0,1,0.3636,0.36,16,59,88,147,2011,2,20,6,1
0.94,2,0,4,0.4545,0.46,6,4,52,56,2011,11,16,2,0
0.7,1,0,3,0.697,0.74,9,27,263,290,2012,9,5,2,0
0.49,1,0,1,0.2879,0.3,4,0,1,1,2012,1,31,1,0
0.41,1,0,1,0.4545,0.46,15,5,50,55,2011,2,25,4,0
0.81,1,0,4,0.303,0.3,6,0,116,116,2012,10,31,2,0
0.83,1,0,2,0.5303,0.56,3,0,6,6,2012,4,17,1,0
0.73,1,0,3,0.5909,0.62,3,0,5,5,2012,8,30,3,0
0.66,1,0,4,0.3333,0.32,2,10,10,20,2012,11,1,3,0
0.78,1,0,3,0.6061,0.66,8,21,49,70,2011,9,4,6,1
0.4,1,0,4,0.4091,0.4,16,9,192,201,2011,12,1,3,0
0.71,1,0,2,0.3333,0.34,5,0,24,24,2012,4,10,1,0
0.78,1,0,3,0.6061,0.66,6,16,165,181,2012,7,26,3,0
0.4,1,0,3,0.8788,0.92,18,73,615,688,2012,7,26,3,0
0.29,1,0,3,0.697,0.8,14,39,103,142,2011,8,11,3,0
0.93,2,0,1,0.3333,0.34,10,34,69,103,2011,3,5,5,1
0.7,2,0,1,0.3182,0.3,8,9,489,498,2012,2,16,3,0
0.94,3,0,1,0.4545,0.46,18,4,127,131,2011,2,28,0,0
0.62,1,0,2,0.4091,0.4,5,0,7,7,2011,4,4,0,0
0.88,2,0,2,0.5455,0.58,20,11,178,189,2012,5,14,0,0
0.53,1,0,2,0.6212,0.62,14,36,141,177,2011,5,11,2,0
0.7,1,0,4,0.2879,0.3,1,14,81,95,2012,11,18,6,1
0.63,1,0,4,0.5,0.52,22,8,116,124,2011,12,15,3,0
0.68,2,0,2,0.5152,0.54,1,22,72,94,2012,5,13,6,1
0.37,1,0,4,0.4091,0.4,0,9,33,42,2012,11,24,5,1
0.36,2,0,3,0.6212,0.64,18,232,382,614,2012,9,15,5,1
0.64,2,0,1,0.197,0.16,4,0,1,1,2011,1,6,3,0
0.89,3,0,3,0.5758,0.64,0,4,65,69,2012,6,30,5,1
0.69,1,0,4,0.2576,0.2,2,0,4,4,2011,12,12,0,0
0.87,3,0,4,0.4091,0.4,23,4,29,33,2011,11,21,0,0
0.83,2,0,3,0.5758,0.62,9,30,190,220,2011,9,2,4,0
0.87,2,0,4,0.3333,0.34,3,1,37,38,2012,12,16,6,1
0.76,1,0,4,0.4091,0.4,7,15,299,314,2011,10,25,1,0
0.82,2,0,3,0.6515,0.7,8,29,369,398,2011,8,4,3,0
0.94,1,0,3,0.5606,0.64,3,2,2,4,2011,7,7,3,0
0.61,2,0,4,0.2879,0.3,5,3,34,37,2012,11,15,3,0
0.35,1,0,1,0.2273,0.24,13,21,89,110,2011,2,11,4,0
0.73,1,0,3,0.6061,0.64,7,32,480,512,2012,7,12,3,0
0.88,1,1,4,0.4394,0.44,9,60,337,397,2012,11,12,0,0
0.4,1,0,4,0.6212,0.6,14,204,258,462,2011,10,16,6,1
0.73,1,0,3,0.6061,0.64,4,0,5,5,2011,8,17,2,0
0.64,1,0,1,0.2273,0.2,22,2,41,43,2011,2,11,4,0
0.25,1,0,3,0.6667,0.78,15,64,176,240,2011,6,30,3,0
0.68,1,0,4,0.4848,0.5,19,27,444,471,2012,12,3,0,0
0.61,1,0,2,0.6212,0.66,20,42,195,237,2011,4,25,0,0
0.77,1,0,3,0.5152,0.54,4,1,11,12,2012,9,14,4,0
0.39,1,0,4,0.2879,0.3,16,25,203,228,2012,11,25,6,1
0.65,1,0,2,0.6061,0.64,2,6,8,14,2012,5,31,3,0
0.66,2,0,4,0.3788,0.36,9,14,245,259,2011,12,20,1,0
0.83,3,0,2,0.6061,0.66,13,11,48,59,2012,6,12,1,0
0.62,1,1,2,0.4394,0.44,8,21,279,300,2011,4,15,4,0
0.83,1,0,3,0.5758,0.64,21,26,140,166,2012,8,26,6,1
0.94,3,0,3,0.5606,0.64,17,11,102,113,2011,9,8,3,0
0.83,2,0,2,0.5303,0.56,10,41,55,96,2011,4,11,0,0
0.94,3,0,2,0.4697,0.48,8,33,502,535,2012,3,21,2,0
0.65,2,0,1,0.2424,0.24,1,0,5,5,2011,1,26,2,0
0.44,1,0,2,0.7576,0.84,15,49,163,212,2011,6,10,4,0
0.87,3,0,2,0.303,0.3,13,13,55,68,2011,3,31,3,0
0.82,1,0,4,0.4091,0.4,5,6,7,13,2012,10,20,5,1
0.66,1,0,2,0.697,0.74,12,236,293,529,2012,5,26,5,1
0.89,2,0,3,0.6364,0.68,6,9,148,157,2012,7,23,0,0
0.56,1,0,4,0.5455,0.58,17,24,444,468,2011,11,28,0,0
0.33,2,0,4,0.4394,0.44,6,2,80,82,2011,12,16,4,0
0.54,2,0,1,0.3939,0.38,13,16,72,88,2011,2,24,3,0
0.73,1,0,3,0.5303,0.56,4,0,5,5,2011,8,31,2,0
0.35,1,0,3,0.6515,0.74,21,54,313,367,2012,6,27,2,0
0.83,2,0,3,0.5758,0.64,22,14,125,139,2012,7,10,1,0
0.47,1,0,1,0.2273,0.22,5,0,3,3,2011,1,5,2,0
0.54,1,0,4,0.4394,0.44,15,44,213,257,2012,11,19,0,0
0.4,1,0,4,0.3939,0.38,17,100,234,334,2011,11,5,5,1
0.38,1,0,1,0.2273,0.26,18,7,294,301,2012,1,13,4,0
0.17,1,0,1,0.4091,0.4,6,3,3,6,2011,2,19,5,1
0.6,1,0,4,0.6061,0.6,17,72,553,625,2011,10,18,1,0
0.93,2,0,1,0.2727,0.28,5,0,16,16,2012,2,17,4,0
0.66,1,0,3,0.697,0.74,0,6,41,47,2011,7,8,4,0
0.87,3,0,4,0.3182,0.34,3,4,5,9,2011,10,2,6,1
0.39,1,0,2,0.6515,0.72,14,121,255,376,2012,6,15,4,0
0.48,1,0,3,0.6515,0.7,22,34,123,157,2011,8,11,3,0
0.54,1,0,4,0.4242,0.42,16,30,242,272,2011,10,31,0,0
0.88,3,0,4,0.5,0.52,10,14,109,123,2011,10,19,2,0
0.74,1,0,2,0.6667,0.7,23,36,114,150,2012,5,26,5,1
0.33,1,0,2,0.4394,0.44,10,77,142,219,2012,4,3,1,0
0.46,1,0,3,0.5455,0.58,6,7,193,200,2012,6,27,2,0
0.88,2,0,4,0.5152,0.54,2,1,9,10,2012,10,19,4,0
0.7,2,0,3,0.697,0.74,3,1,6,7,2012,7,6,4,0
0.7,1,0,3,0.6818,0.72,2,0,7,7,2012,7,19,3,0
0.61,1,0,1,0.2879,0.3,12,70,244,314,2012,1,28,5,1
0.44,2,0,3,0.7879,0.86,14,240,274,514,2012,9,1,5,1
0.46,1,0,1,0.3485,0.34,21,10,178,188,2012,2,28,1,0
0.63,1,0,4,0.4545,0.46,3,0,5,5,2012,9,24,0,0
0.83,3,0,3,0.6061,0.66,13,10,33,43,2011,8,27,5,1
0.62,1,0,4,0.4091,0.4,3,1,5,6,2012,10,22,0,0
0.58,2,0,2,0.6515,0.7,12,41,228,269,2012,5,1,1,0
0.84,1,0,3,0.6667,0.7,2,2,12,14,2012,8,9,3,0
0.87,2,0,1,0.3182,0.32,23,1,17,18,2011,3,15,1,0
0.56,1,0,4,0.5152,0.54,10,134,338,472,2012,9,29,5,1
0.43,1,0,2,0.1818,0.18,5,0,8,8,2011,3,28,0,0
0.42,1,0,1,0.4848,0.5,13,108,205,313,2011,12,31,5,1
0.76,2,0,4,0.3939,0.38,14,50,260,310,2012,12,16,6,1
0.38,2,0,4,0.4242,0.42,15,34,262,296,2012,11,30,4,0
0.55,1,0,3,0.697,0.76,7,29,301,330,2011,7,12,1,0
0.83,1,0,2,0.5,0.52,1,4,22,26,2012,3,21,2,0
0.47,1,0,4,0.2121,0.2,23,5,61,66,2011,12,10,5,1
0.7,1,0,3,0.6515,0.7,4,3,9,12,2012,9,1,5,1
0.48,1,0,1,0.2273,0.24,12,15,74,89,2011,1,15,5,1
0.87,3,0,1,0.3485,0.36,18,6,154,160,2012,3,2,4,0
0.88,2,0,2,0.4545,0.46,6,8,128,136,2012,5,3,3,0
0.55,1,0,3,0.7273,0.78,11,110,177,287,2011,7,10,6,1
0.26,1,0,4,0.3333,0.3,15,47,219,266,2011,12,11,6,1
0.82,1,0,2,0.4545,0.46,0,31,22,53,2011,5,9,0,0
0.83,2,0,3,0.5606,0.6,4,0,7,7,2012,8,20,0,0
0.79,1,0,3,0.6667,0.7,3,0,4,4,2012,9,5,2,0
1.0,2,0,2,0.4848,0.5,7,18,239,257,2011,5,19,3,0
0.57,1,0,3,0.6364,0.68,20,49,378,427,2012,8,29,2,0
0.64,1,0,4,0.5152,0.54,18,68,456,524,2011,10,4,1,0
0.62,1,0,1,0.0606,0.02,3,1,4,5,2011,1,23,6,1
0.64,1,0,1,0.2727,0.22,21,0,48,48,2011,1,4,1,0
0.63,1,0,3,0.8333,0.82,0,9,51,60,2011,7,22,4,0
0.43,2,0,4,0.6212,0.6,14,51,193,244,2012,10,1,0,0
0.42,1,0,2,0.5,0.52,7,18,222,240,2011,4,29,4,0
0.73,1,0,3,0.5909,0.62,23,16,48,64,2011,8,28,6,1
0.76,2,0,4,0.5303,0.56,17,125,692,817,2012,10,26,4,0
0.54,1,0,1,0.1364,0.14,5,0,12,12,2012,1,3,1,0
0.57,1,0,3,0.6212,0.64,7,7,35,42,2011,6,25,5,1
0.52,1,0,3,0.7121,0.78,13,40,164,204,2011,8,5,4,0
1.0,2,0,2,0.4848,0.5,6,10,3,13,2011,4,24,6,1
0.79,1,0,3,0.697,0.72,23,25,66,91,2012,7,15,6,1
0.62,1,0,4,0.3485,0.36,16,24,226,250,2011,12,9,4,0
0.59,2,0,1,0.4697,0.48,15,28,186,214,2011,12,22,3,0
0.6,1,0,4,0.5303,0.56,12,13,165,178,2011,11,28,0,0
0.49,1,0,3,0.7121,0.78,1,1,9,10,2011,7,27,2,0
0.83,2,0,4,0.5152,0.54,22,22,185,207,2012,10,25,3,0
0.89,1,0,3,0.5909,0.66,3,9,33,42,2012,9,2,6,1
0.45,1,0,4,0.4848,0.5,13,143,140,283,2011,11,25,4,0
0.46,2,0,2,0.6212,0.62,14,82,176,258,2012,4,4,2,0
0.51,1,0,1,0.1667,0.18,11,6,47,53,2011,1,14,4,0
0.87,1,0,4,0.3182,0.3,6,3,16,19,2012,11,11,6,1
0.36,1,0,1,0.2576,0.3,13,49,120,169,2012,12,30,6,1
0.63,2,0,2,0.5,0.52,2,9,7,16,2012,5,8,1,0
0.89,1,0,3,0.5758,0.64,20,40,171,211,2012,8,26,6,1
0.49,1,0,1,0.3182,0.32,1,7,38,45,2012,2,18,5,1
0.93,3,0,1,0.3182,0.32,20,2,55,57,2012,1,11,2,0
0.79,2,0,3,0.7121,0.74,7,20,257,277,2011,7,25,0,0
0.46,1,0,1,0.3333,0.34,10,12,104,116,2012,2,7,1,0
0.47,1,0,1,0.2576,0.2,19,8,102,110,2011,1,3,0,0
0.57,1,0,4,0.3333,0.32,8,31,656,687,2012,11,2,4,0
1.0,2,0,1,0.2879,0.3,0,6,19,25,2012,1,24,1,0
